Recency,Monetary,Frequency
23,598.2,27
216,233.22,11
26,5360.63,162
139,361.21999999999997,22
38,632.27,41
108,2560.0,4
107,706.57,42
18,616.26,37
50,274.15000000000003,16
331,226.37,14
98,2938.91,151
2,1341.65,69
243,328.15,19
188,404.40000000000003,3
66,1038.46,56
73,373.65000000000003,12
120,326.75,37
197,207.50000000000003,1
178,428.68,118
47,594.24,18
16,3110.96,319
15,3844.22,319
18,251.91,39
29,1593.2,153
124,26626.8,45
274,151.05,10
217,214.79999999999998,11
285,109.95,20
108,549.07,153
25,1971.87,77
76,322.41,15
17,370.47999999999996,47
247,101.10000000000001,2
45,575.41,38
12,887.65,92
79,1469.45,235
291,53.5,9
22,1116.47,57
39,153.9,8
18,494.44,28
9,6675.71,94
74,395.8,39
160,211.77,31
66,658.88,34
80,2027.5,109
9,1750.92,66
1,3512.53,662
10,896.66,106
30,734.77,81
54,109.36000000000001,5
12,707.04,53
3,1540.42,51
19,327.3,18
302,804.49,130
29,497.43,76
19,1553.66,118
65,1320.56,228
182,367.93,97
244,473.03000000000003,111
18,987.01,125
268,676.2,5
189,362.95,23
19,2157.4,108
91,1780.59,32
75,668.36,102
31,584.5,33
61,555.89,59
29,317.2,88
323,94.36,4
54,1382.07,34
270,221.19,45
12,3046.21,330
57,1555.34,83
61,1486.9,210
125,1705.8,82
20,408.57,73
184,303.93,29
15,4098.32,186
265,299.6,60
313,177.5,10
71,443.05,23
69,167.25,5
19,163.07,62
13,2126.93,172
3,2028.88,232
20,214.65,45
54,151.83,35
57,262.2,31
22,126.25,7
45,210.35,54
27,1051.4,71
45,675.27,102
98,972.23,51
18,34684.4,369
25,346.12,18
338,133.56,5
69,302.7,21
22,1908.25,372
264,241.06,9
107,284.55,2
58,300.85,6
66,642.81,83
183,287.4,8
29,184.26,17
48,1522.25,109
27,798.35,132
52,3640.67,282
275,381.2,24
120,616.79,174
47,654.67,84
182,230.51,63
89,168472.5,3
136,259.01,36
199,188.89000000000001,20
198,707.69,40
150,311.92,11
88,266.97,14
45,6.9,2
153,1841.18,99
104,2158.37,111
219,208.36,9
1,3482.7400000000002,202
29,814.72,135
178,151.42,33
74,136.0,3
22,1422.4,82
20,1314.68,236
4,1603.46,148
75,74.9,2
24,650.43,182
52,762.39,170
68,223.95000000000002,13
162,316.11,18
18,1871.5,360
1,544.3,28
68,2494.46,146
26,331.0,17
11,300.83,35
76,769.29,53
16,220.62,18
193,139.35,19
174,404.3,25
78,363.65,42
115,498.8,29
47,731.5,39
80,1351.63,56
297,826.53,50
129,684.41,97
208,1599.52,95
50,2965.69,136
163,100.97,15
361,365.45,19
17,400.86,11
96,1431.93,84
26,484.38,86
121,777.6,4
20,90.30000000000001,3
297,363.7,13
666,248.1,13
22,950.26,169
20,874.59,35
3,1627.13,113
90,101.69999999999999,6
160,162.7,17
91,484.32,40
26,215.07999999999998,13
187,1046.57,156
16,9418.470000000001,290
9,13027.45,183
172,290.36,15
82,228.06,14
181,244.41,17
307,455.25,30
23,1244.59,77
18,6748.8,4
20,1095.56,177
242,593.75,31
111,548.97,55
151,1388.81,45
54,119.62,5
165,339.3,3
291,787.15,25
11,4154.64,981
109,2298.97,251
162,922.12,32
36,379.73,17
68,5719.82,84
9,837.1,52
110,285.89,17
106,3313.79,207
25,281.85,11
23,8338.49,460
27,841.41,56
30,511.12,31
54,1077.74,19
424,173.7,3
16,614.66,18
162,865.6,35
181,124.2,5
16,3738.4,126
27,1421.69,87
33,1009.6,57
85,663.61,42
72,451.44,28
65,105.84,9
114,313.62,6
697,233.45,14
81,936.08,28
220,463.95,8
233,225.15,13
72,459.24,33
303,213.5,10
13,4113.68,216
51,330.03,27
76,181.09,53
91,360.16,85
16,250.15,12
212,90.04,7
286,145.04999999999998,10
17,813.52,62
41,244.79999999999998,31
274,528.08,29
75,482.47,34
0,3347.71,172
3,5493.46,276
249,75.66,6
187,129.49,10
2,1187.66,66
71,618.59,30
65,506.19,26
16,500.42,33
236,151.85,5
121,2647.59,96
264,226.21,14
181,178.96,9
52,813.48,29
128,129.45,5
81,810.5699999999999,48
68,333.08,23
23,4413.1,179
80,322.8,20
60,2188.05,117
74,417.73,64
4,2883.1,152
339,217.9,9
61,1154.47,69
23,1680.72,94
121,1257.51,50
106,231.10000000000002,12
208,688.33,34
128,487.51,27
35,833.78,62
170,214.06,14
43,290.65999999999997,19
72,518.42,24
0,6773.97,118
17,1212.66,69
142,601.27,29
9,3794.52,261
3,8625.8,73
10,933.62,208
546,123.24,8
279,39.12,2
17,1267.6499999999999,16
363,135.39999999999998,9
20,118.98,32
285,570.13,53
16,306.71999999999997,20
24,1374.8700000000001,160
17,4095.9,252
29,1692.27,6
6,8134.9400000000005,114
55,319.61,98
66,1592.1200000000001,89
2,3109.99,163
485,129.75,3
44,183.7,10
73,1770.34,44
58,1028.0,30
12,66653.56,277
91,324.24,62
48,3062.83,585
11,1260.86,62
76,422.59999999999997,13
73,225.57999999999998,12
257,1276.0,3
272,482.01,60
66,657.9000000000001,10
6,112.75,21
227,1998.0,5
3,5076.55,308
9,5398.3,144
6,14034.99,270
115,531.35,123
46,656.63,27
85,3029.87,79
20,2483.04,402
27,1651.03,22
10,3645.43,447
6,6923.13,624
219,1161.53,93
79,301.71999999999997,19
267,901.2,2
24,3858.38,199
577,623.75,45
15,1790.42,201
27,155.24,27
263,292.47,37
18,4730.81,225
92,589.15,43
69,781.02,151
27,1382.02,185
424,272.82,46
47,1054.67,269
6,7239.92,660
53,743.11,82
121,603.75,28
53,650.51,53
79,2300.56,125
54,417.59999999999997,1
298,3.75,1
177,323.0,13
47,464.9,1
5,2238.09,191
12,1304.76,242
2,7194.3,357
2,6697.66,449
275,836.06,42
18,1515.9,69
45,623.93,95
90,1764.72,25
666,207.5,9
0,223.92000000000002,34
666,2002.4,2
115,1496.83,170
96,239.4,13
319,106.83000000000001,7
214,369.34000000000003,22
90,789.79,42
245,316.62,13
20,1501.38,89
199,611.85,23
10,2799.25,706
295,34.0,1
37,1145.6,34
65,5580.6,222
48,478.09000000000003,54
261,380.39,40
58,770.1,145
76,2246.81,255
58,171.59,26
117,661.52,48
11,1695.66,158
61,388.28,76
81,226.35,50
68,245.94,16
9,10629.720000000001,333
101,425.19,60
666,311.25,17
11,2279.9,190
20,107.6,3
124,597.48,155
332,80.8,5
17,1545.6200000000001,93
39,1721.78,320
310,110.38000000000001,12
58,243.84,16
4,1222.71,285
454,414.88,66
31,305.62,18
12,1201.49,164
37,1619.73,76
214,332.3,24
24,536.99,60
174,460.59,98
104,801.49,103
127,1121.59,67
68,288.42,23
24,914.69,149
193,309.54,15
18,547.07,28
361,479.35,15
51,1692.98,449
6,6509.1,324
104,417.06,28
37,1604.75,86
11,3349.57,188
215,497.61,26
228,358.38,38
16,460.64,26
157,775.1800000000001,28
52,341.7,22
113,128.5,8
186,197.22,11
333,325.91,23
126,199.15,12
100,1106.53,47
228,413.46,24
277,180.85,10
40,251.87,11
30,3170.98,165
198,588.85,25
1,16594.35,266
66,1869.82,116
69,1264.19,63
6,10196.57,378
51,214.32,11
44,193.44,12
53,281.42,14
187,124.57,8
70,332.41,19
43,342.45,20
11,144.91000000000003,9
24,328.4,19
15,35.400000000000006,2
546,375.69000000000005,10
145,747.81,52
30,173.76,6
121,502.8,26
64,207.73999999999998,11
23,825.42,128
23,2812.34,137
78,680.02,7
91,7123.62,279
145,2095.53,112
13,853.72,159
85,13.3,3
64,1519.08,178
244,432.0,1
240,705.12,39
218,276.73,38
302,429.84000000000003,26
16,471.51,101
243,194.88,37
67,1578.67,135
120,809.7,203
16,525.54,99
485,145.93,45
183,219.14,69
300,289.78,37
27,508.81,162
20,1281.56,125
17,887.11,79
117,1706.88,44
60,373.24,60
60,3754.27,710
20,3102.43,208
82,579.77,93
60,981.65,151
73,379.14,18
10,1510.06,547
29,2575.38,101
291,113.44,8
274,208.46,38
10,621.6800000000001,57
24,576.26,143
129,391.52,9
50,1068.82,128
6,2596.45,327
91,169.79,60
13,7247.61,672
22,846.75,83
638,230.25,14
116,543.05,6
32,2847.6,209
18,1295.39,77
27,380.55,54
20,4604.22,898
54,161.94,53
120,563.23,44
55,950.9300000000001,62
26,262.68,57
4,2736.38,241
53,3049.88,305
13,1920.59,281
5,816.73,33
0,4345.5,249
236,406.48,21
139,435.02,19
41,1286.27,60
57,1178.56,42
130,1277.75,86
110,167.61,16
90,20.8,1
17,2085.08,54
126,518.67,25
18,308.74,16
240,416.64,16
88,117.35000000000001,7
61,507.05,101
117,234.17,14
218,110.55000000000001,7
227,201.19,26
16,2154.97,28
279,319.02,21
108,439.43,31
40,650.41,42
333,357.21,41
268,251.51999999999998,2
78,344.33,39
18,1852.0,89
256,1078.96,87
61,384.06,22
4,1931.25,148
1,4481.35,407
1,5464.12,120
60,1873.2,3
43,1625.05,129
242,126.12,7
3,1133.25,12
219,179.0,1
11,1614.31,93
63,1456.96,37
283,702.0,12
130,295.0,4
24,484.82,23
23,3989.57,169
86,1493.73,49
47,1412.94,44
19,781.78,44
51,889.9300000000001,52
19,195.36,11
90,270.9,15
152,586.33,74
29,1842.56,217
10,8694.26,252
41,920.1,16
12,1272.61,234
121,71.0,7
46,95.85,3
61,357.77,9
157,154.82999999999998,4
79,890.29,153
111,716.0,2
153,146.87,11
12,380.35,22
87,1030.14,28
17,745.52,30
128,433.53000000000003,28
88,1267.32,75
90,112.4,22
138,449.73,15
27,1081.57,70
63,1044.3799999999999,98
52,1735.18,102
26,948.48,6
114,339.44,22
217,642.02,22
86,1100.9,65
9,925.35,43
22,5659.9800000000005,318
190,3228.84,316
195,247.14000000000001,43
29,413.75,92
336,498.48,13
29,1356.33,83
82,1179.89,62
60,3095.04,516
267,234.24,5
74,5232.2300000000005,99
314,538.37,70
22,1461.14,78
0,859.35,62
13,4552.14,296
29,2709.7000000000003,143
115,312.14,64
1,2429.03,140
18,1446.09,174
18,834.12,77
37,841.0799999999999,25
274,378.2,28
79,118.80000000000001,2
23,287.62,8
26,290.16,64
182,2003.85,81
99,1405.78,52
243,2949.75,162
124,1566.65,187
25,2050.08,96
29,1991.01,115
1,2043.95,63
121,3827.76,195
51,1777.78,125
323,302.0,14
23,1324.16,74
0,1022.13,48
11,954.42,211
19,971.74,65
11,1621.73,42
262,25.5,1
191,665.78,90
76,10815.43,418
45,885.04,117
166,163.29999999999998,12
48,248.61,30
100,808.62,127
65,837.5,39
289,116.19999999999999,9
318,157.02,10
30,606.91,35
234,307.46,18
2,138.32,7
337,345.29999999999995,9
157,298.89,32
51,259.35,40
64,1004.75,260
100,157.09,14
48,2463.17,134
16,4892.240000000001,27
107,425.0,24
17,1139.73,52
98,380.5,24
1,10668.47,478
189,465.32,20
240,579.0,15
85,984.57,48
106,749.78,35
23,1714.59,81
52,124.88,9
195,1689.5,14
25,213.78,14
76,329.34,23
18,251.70000000000002,20
177,319.0,13
152,1266.97,67
22,1538.88,101
6,3518.03,229
29,1715.46,104
22,293.1,5
33,2467.35,144
285,158.68,10
204,206.34,12
58,835.78,54
290,224.91,16
79,317.76,15
0,3766.6,86
188,59.9,4
4,1443.69,63
202,306.13,15
179,711.79,80
6,796.03,128
58,239.92000000000002,23
23,3347.31,73
47,144.0,2
227,203.95,10
12,2474.23,84
107,384.40000000000003,61
0,444.74,19
29,2095.13,237
0,1699.3000000000002,32
37,262.62,29
60,1013.01,29
24,692.22,96
54,342.63,40
53,3563.85,152
6,1564.56,57
54,384.08,13
54,204.24,7
4,2317.2200000000003,211
254,226.85,4
41,2781.23,157
61,1069.1200000000001,103
235,113.5,9
12,1960.72,274
121,114.23,25
25,3198.25,472
274,335.13,63
214,354.15,28
311,426.79,49
252,393.49,21
19,939.32,47
16,1906.09,208
143,318.76,47
265,3638.41,69
13,3174.32,541
15,421.52,36
243,190.88,25
65,149.89000000000001,14
26,550.06,29
13,916.13,105
12,314.69,19
18,3744.65,566
313,382.5,15
4,1135.04,40
15,8676.85,400
54,954.9,31
205,171.45,9
16,282.19,55
32,318.65,69
181,384.52,57
363,283.28000000000003,39
117,353.86,87
19,178.26,18
16,272.44,112
41,298.41,78
108,240.0,16
149,603.37,124
53,1253.3600000000001,12
209,63.440000000000005,23
4,562.9,127
148,310.64,80
246,317.62,38
3,763.64,6
43,2148.63,114
243,111.97999999999999,27
228,1065.3500000000001,69
6,246.04,15
58,187.82999999999998,9
174,1703.41,94
32,1652.58,292
22,153.92,45
27,1064.11,124
10,1419.73,142
4,944.41,111
17,525.24,102
252,550.8000000000001,1
0,1875.1100000000001,135
29,556.95,69
18,131.78,51
102,498.42,30
12,669.11,57
22,197.63,66
15,1135.63,79
362,250.04,53
11,8631.31,66
215,82.75,12
79,1384.85,55
139,644.3,14
121,2328.84,24
0,2527.92,131
5,6292.26,473
31,2600.34,9
101,1200.6200000000001,73
275,700.86,107
16,921.07,200
9,990.23,50
251,96.8,6
15,523.11,33
23,363.9,6
124,175.2,1
86,494.25,28
69,307.02,11
5,2027.8700000000001,543
9,6643.93,753
184,243.36,9
32,12353.29,407
186,781.36,183
356,193.64,17
47,160.57,32
16,537.74,87
0,2676.56,500
87,228.96,1
15,1159.52,215
180,110.75,9
46,1286.07,71
37,587.15,27
125,1740.0,8
51,1393.06,16
342,178.22,19
25,388.14,45
99,365.85,59
12,127.86,15
18,585.79,132
50,488.2,29
240,312.23,35
9,4481.18,411
13,4801.56,468
239,168.4,34
24,1912.67,111
73,446.18,33
18,423.89,87
41,1342.68,253
41,646.92,57
219,495.77,28
200,400.1,69
71,203.2,24
24,4100.92,418
12,404.66,83
2,20275.61,109
214,65.4,2
212,199.29,51
20,336.4,15
15,261.11,47
114,2686.42,28
20,784.11,78
5,1259.56,15
9,31833.68,213
164,508.8,3
191,457.91,62
249,203.86999999999998,4
40,7330.8,27
23,696.41,92
115,653.38,38
211,2129.96,213
51,2633.85,59
274,281.62,33
5,31906.82,198
3,1031.41,82
70,2200.42,113
164,32.65,2
126,771.85,13
0,1214.72,64
13,778.94,41
24,1258.06,66
44,778.0,6
80,507.84,14
60,6893.42,269
43,463.46000000000004,30
12,4226.57,206
51,598.83,30
4,1979.37,117
47,698.41,26
20,759.17,43
92,5037.26,271
72,100.8,2
6,17256.85,328
157,524.9200000000001,39
152,265.76,14
314,403.3,43
19,365.76,48
1,303.15999999999997,54
10,2373.82,134
120,216.29999999999998,9
254,388.45000000000005,17
186,186.42000000000002,5
63,2248.56,135
249,534.24,1
33,2940.04,135
177,120.9,9
41,541.53,36
46,2520.86,277
3,194550.79,337
16,1721.4,100
18,486.71999999999997,19
193,517.53,61
204,131.7,8
454,249.86,17
205,1737.7,19
16,316.5,54
44,657.3,111
184,622.4300000000001,29
23,757.46,111
61,675.69,27
17,1896.41,215
247,289.96000000000004,9
11,763.28,41
11,137.0,5
17,1870.97,88
45,1125.07,78
289,710.29,181
80,194.37,14
78,511.82,29
16,1255.59,82
95,414.04,21
262,396.87,24
0,376.64,29
74,2092.32,76
15,3558.87,109
220,374.57,12
301,497.56,27
359,271.05,10
76,272.22,17
290,622.88,40
18,1138.0,5
280,288.6,18
10,689.1,28
151,558.96,38
188,2997.0299999999997,127
206,1145.84,52
76,302.2,14
262,605.58,88
251,387.31,22
58,6115.14,366
25,308.48,20
6,91062.38,963
29,2924.9900000000002,105
73,513.2,6
277,208.65,40
121,639.02,87
2,768.08,137
252,153.94,11
18,1844.02,82
54,546.81,30
60,723.2099999999999,45
95,1070.71,73
12,652.74,33
362,145.0,6
360,422.70000000000005,9
212,1195.8999999999999,19
54,939.37,47
0,3628.5,253
17,2385.0,394
307,296.7,14
54,223.36,9
251,164.4,13
178,76.5,3
60,897.62,75
26,98.42,9
25,578.9,25
270,170.75,25
44,645.96,145
234,103.3,5
24,148.86,6
67,267.16,42
360,306.84,43
61,930.41,49
305,1487.6,2
17,1952.45,88
20,483.26,106
206,157.9,6
15,541.46,34
156,854.95,26
20,167.62,46
15,1122.38,63
25,454.01,49
26,901.21,152
58,4331.48,165
39,344.14,29
51,1498.51,299
72,226.75000000000003,12
60,380.6,25
36,185.65,8
3,3622.68,411
219,143.45999999999998,5
138,448.90000000000003,50
313,215.72,45
66,11045.04,440
237,175.27,29
246,1242.3,35
110,1133.07,214
101,1240.2,23
33,2404.17,253
18,1479.22,201
74,2225.9700000000003,166
92,3927.34,213
86,993.18,50
13,388.79,83
24,2827.93,270
66,2044.3700000000001,55
18,161.67000000000002,13
240,116.00999999999999,9
24,5102.97,560
79,394.72,11
188,309.36,63
182,193.42,59
41,1112.22,237
36,3984.22,576
54,2048.45,135
23,4559.150000000001,312
58,390.07,100
204,329.6,14
174,571.1999999999999,3
220,971.58,78
313,218.52,77
30,81.44,4
22,1379.9,26
152,527.0500000000001,33
15,843.48,50
19,2047.0,315
82,75.75,5
19,1814.12,123
170,503.59999999999997,26
120,528.33,39
32,1324.84,70
35,2361.9700000000003,297
20,285.56,20
116,547.0600000000001,35
129,108.5,7
87,621.66,5
2,712.29,40
697,101.55,8
32,2895.64,157
249,1008.39,51
214,133.06,7
61,1797.5,91
139,868.49,52
22,166.08,8
12,3945.0,232
26,4867.72,259
32,1207.56,44
160,117.55,22
11,2638.94,91
1,1674.69,82
5,595.42,19
18,2999.46,158
142,196.0,45
26,1802.91,86
19,604.64,43
181,728.16,18
5,2055.51,116
120,347.75,15
43,3406.7200000000003,68
228,205.7,11
5,1572.71,53
51,3178.17,110
120,1629.12,227
75,551.04,27
3,20374.28,705
0,1387.68,78
29,16363.23,304
264,298.11,16
53,1992.1100000000001,30
24,184.4,11
11,2474.33,118
44,239.41,15
1,3191.53,130
32,5739.46,286
46,4757.95,256
359,290.40000000000003,19
161,740.9399999999999,46
138,200.47,16
142,283.12,15
132,765.34,35
109,2285.71,115
237,338.95,19
261,154.95,8
17,2534.64,142
340,417.95,24
90,1824.37,74
110,798.74,55
169,885.19,31
38,1823.52,103
45,10504.49,382
157,152.4,5
218,267.08,35
170,137.45,7
11,385.1,23
45,522.91,29
321,153.0,10
201,326.4,1
23,5655.99,245
233,139.35,6
1,5396.04,274
27,1195.94,50
245,2424.04,115
96,3276.4000000000005,10
72,1033.0,40
17,3439.08,192
16,1060.25,66
87,2876.01,165
29,5298.4800000000005,218
80,1240.11,67
666,303.97,18
262,692.19,35
54,700.63,43
109,13110.02,690
10,377.44,25
0,168.24,10
20,1879.05,97
12,2791.35,47
39,355.11,15
26,2322.4,136
241,110.25,6
113,71.4,1
179,674.52,35
57,1797.57,193
360,80.64,1
89,1772.26,92
15,5605.29,741
20,3456.7000000000003,412
18,834.99,95
22,287.59,25
152,712.78,19
264,15.0,1
5,818.8199999999999,75
211,371.88,57
16,271.2,21
167,2273.1800000000003,105
13,3997.98,310
35,1143.27,38
57,245.81,54
11,182.77,53
146,1225.41,156
255,56.4,3
25,665.86,194
22,658.57,82
254,188.02,12
73,283.47,67
54,131.94,13
86,278.74,72
64,1865.19,134
74,1117.9,5
282,225.9,14
3,1965.55,190
60,106.1,10
26,323.04,58
180,350.39,46
41,697.9,82
23,780.43,111
23,3055.93,408
37,1199.01,104
4,1285.04,140
74,512.31,10
12,546.04,43
17,5411.91,61
1,7837.7300000000005,851
13,732.16,141
15,1770.8799999999999,371
214,36.56,17
160,387.68,33
65,3704.87,48
52,298.4,13
36,1995.46,220
23,1820.09,67
299,889.24,30
120,398.7,23
182,35.400000000000006,2
50,155.37,61
10,350.64,61
48,110.21000000000001,24
30,1593.38,169
27,2779.3,121
43,338.8,56
0,40991.57,7847
99,205.48,37
107,51.559999999999995,5
86,2033.1,1
82,901.1999999999999,51
70,605.8000000000001,26
666,5391.21,297
12,114.34,24
157,311.26,15
666,208.97,17
120,1418.03,15
18,26879.04,54
2,5155.66,199
130,148.21,25
546,252.8,58
25,2100.8,222
324,330.9,11
30,3160.0,148
13,597.5,102
1,10526.32,370
143,329.65,9
90,1197.1000000000001,79
108,428.18,40
15,1894.35,279
205,155.9,10
81,1859.16,44
157,683.46,46
171,237.61,12
44,379.45,26
174,178.51999999999998,6
424,458.92,26
130,133.35000000000002,8
15,671.77,145
181,717.45,117
13,190.19,64
121,899.61,109
305,111.35,10
22,726.05,67
35,203.87,21
323,602.09,94
163,203.85999999999999,34
57,244.1,28
226,112.25,16
72,1119.81,193
45,98.0,16
24,256.32,2
173,566.6,114
86,152.06,28
278,155.8,32
307,112.19999999999999,6
60,110.38,19
22,191.67,38
72,800.24,34
189,72.9,12
697,243.28,58
10,366.23,39
311,311.01,38
0,411.6,59
181,336.43,80
46,341.28,94
1,1304.04,23
12,4204.1,696
149,826.52,145
310,207.50000000000003,1
12,2962.5,31
666,244.08,1
134,397.29,21
46,212.54,23
12,843.0,5
72,1740.48,39
135,408.36,65
5,1331.57,90
0,704.25,21
139,145.79,29
242,389.84,77
115,4301.22,43
278,99.14,12
50,4106.4400000000005,19
336,304.56,2
301,77.50000000000001,2
234,149.57999999999998,20
302,176.68,9
148,358.56000000000006,1
3,58510.48,70
73,482.2,71
40,1008.5400000000001,20
124,2332.72,485
199,557.3,19
250,12.75,1
244,111.68,31
117,508.4599999999999,7
172,73.78,26
1,1296.44,249
143,102.83,35
121,471.7,104
9,2622.57,329
33,1098.43,68
638,123.07,48
697,277.35,85
167,228.2,14
5,582.59,31
6,136.04,31
52,337.04,15
25,740.79,179
16,4488.81,296
666,353.19,65
60,288.14,21
454,300.91999999999996,12
169,757.71,146
166,811.45,30
146,152.68,48
23,634.95,23
57,20.8,1
157,198.57,13
12,201.12,38
237,630.84,29
226,93.35,5
37,678.49,81
282,76.1,2
64,1970.6699999999998,166
302,382.06,93
13,417.23,58
363,169.47,40
48,249.72,60
24,444.68,22
36,2116.19,30
236,257.34,32
257,174.8,14
697,102.78999999999999,28
156,187.29,31
29,166.42,32
212,120.03,46
75,1483.56,123
82,523.0,3
109,122.14,29
52,38.45,5
243,668.11,191
64,389.78,21
304,115.31,21
43,230.64999999999998,9
100,73.5,5
214,97.97,34
22,422.88,112
44,730.4,53
106,405.62,96
125,70.02,19
20,357.20000000000005,19
12,4183.39,472
54,165.04999999999998,7
25,559.51,121
88,2088.6,127
46,189.4,47
204,172.29000000000002,7
360,74.4,5
71,300.02,20
40,6784.1900000000005,360
289,363.65,19
10,170.16,3
24,306.46,18
22,2119.41,46
174,720.52,27
134,814.0,7
87,2392.83,137
76,318.0,10
41,396.33,37
290,101.69999999999999,1
1,2036.67,470
258,453.0,25
157,247.44,18
115,3877.5200000000004,73
697,489.6,13
24,2611.75,142
32,2633.0099999999998,227
188,336.13,29
46,3651.97,127
19,1231.5,2
113,343.45,17
26,703.37,73
17,90.47999999999999,1
331,689.95,29
68,101.34,7
291,4055.7199999999993,2
91,167.67000000000002,39
2,9068.26,89
32,2106.52,36
82,3017.3,70
39,580.0500000000001,21
12,911.15,213
206,2697.8,108
246,168.31,19
12,223.65,41
12,259657.3,431
302,754.64,38
302,113.48000000000002,18
330,430.7,39
255,271.0,17
4,8052.97,444
20,236.3,46
13,352.69,26
546,76.32000000000001,1
291,220.1,28
235,1418.03,378
26,320.72,74
11,5653.82,1279
516,181.12,30
96,111.15,17
125,673.1,32
3,1826.21,364
25,589.4399999999999,36
60,1142.99,196
61,206.82999999999998,56
20,348.73,47
67,112.55000000000001,14
16,1059.39,70
35,931.4999999999999,1
60,681.9100000000001,20
5,784.33,38
296,152.65,8
18,8438.34,159
127,1019.52,15
117,1000.16,61
35,2888.75,43
13,2861.55,221
141,160.35000000000002,10
46,179.33999999999997,7
37,612.0799999999999,16
141,566.58,37
135,653.35,38
44,399.19,21
76,371.62,25
13,734.94,140
1,453.4,34
38,530.15,23
58,638.0600000000001,39
16,1618.69,80
302,399.65000000000003,24
178,302.46000000000004,10
24,1384.8600000000001,37
69,1169.94,131
61,202.65,9
113,980.31,38
0,1231.31,54
5,7561.68,189
68,2106.84,31
301,104.0,1
359,476.35,30
121,1341.42,74
249,1590.81,97
10,1793.17,90
1,1843.75,119
25,382.8,44
68,632.07,37
16,49.8,1
250,304.25,17
16,2001.04,71
78,1090.24,68
193,284.46000000000004,15
262,207.79999999999998,7
72,957.97,45
166,243.76,16
83,973.8399999999999,7
215,689.13,141
72,5425.56,159
107,163.8,32
200,1396.99,68
217,160.42000000000002,19
72,1993.7,200
75,517.36,32
29,139.10000000000002,8
10,2621.38,134
26,600.07,42
327,248.42,43
237,232.48000000000002,15
31,299.34000000000003,13
121,481.75,26
60,621.75,31
5,662.08,21
44,2069.77,114
227,305.28000000000003,2
5,1041.61,64
123,443.0,19
40,6484.54,272
264,158.95000000000002,10
22,5509.12,271
32,5228.05,242
188,93.75,5
57,779.9,30
0,7276.900000000001,164
10,2810.2000000000003,86
193,2083.27,124
82,592.97,37
326,440.0,1
32,1796.48,104
60,882.24,49
2,987.1,61
219,1561.6100000000001,88
47,422.58,6
10,2073.09,104
66,2232.4900000000002,78
5,2567.06,175
24,596.1,4
93,804.02,47
18,95.34,8
311,349.27,21
88,4314.72,16
51,526.67,98
31,103.3,6
40,2337.63,118
25,2338.6000000000004,42
100,2643.2000000000003,134
44,324.24,21
141,149.48,13
26,1213.1599999999999,61
73,801.51,46
135,25.5,1
485,168.6,7
267,283.15,11
3,3078.58,166
151,204.0,3
90,175.92,11
44,335.86,14
0,110.38,8
74,173.9,9
160,180.60000000000002,10
4,80.82,7
216,178.05,12
10,2094.88,756
0,1837.28,70
